IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,45632,213.158.203.234,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,webcast16-normal-no1a.tiktokv.eu,1621,4898,13,13,2025-08-24T16:41:01.179+02:00,2025-08-24T16:42:00.846+02:00
17,10.215.173.1,63083,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,mon16-normal-no1a.tiktokv.eu,74,191,1,1,2025-08-24T16:41:01.188+02:00,2025-08-24T16:41:01.252+02:00
17,10.215.173.1,39683,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,search16-normal-no1a.tiktokv.eu,77,197,1,1,2025-08-24T16:41:01.219+02:00,2025-08-24T16:41:01.273+02:00
6,10.215.173.1,55514,213.158.203.249,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Błąd,mon16-normal-no1a.tiktokv.eu,29666,144791,115,109,2025-08-24T16:41:01.260+02:00,2025-08-24T16:44:01.302+02:00
17,10.215.173.1,30852,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,tnc16-normal-no1a.tiktokv.eu,74,190,1,1,2025-08-24T16:41:01.413+02:00,2025-08-24T16:41:01.441+02:00
6,10.215.173.1,35096,213.158.203.227,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,tnc16-normal-no1a.tiktokv.eu,5194,32864,24,23,2025-08-24T16:41:01.447+02:00,2025-08-24T16:42:20.958+02:00
17,10.215.173.1,25316,10.215.173.2,53,10274,Facebook,com.facebook.katana,DNS,Zamknij,chat-e2ee-mini.facebook.com,73,123,1,1,2025-08-24T16:41:03.180+02:00,2025-08-24T16:41:03.226+02:00
6,10.215.173.1,53972,185.60.217.33,5222,10274,Facebook,com.facebook.katana,TCP,Zamknij,,2969,2198,16,14,2025-08-24T16:41:03.199+02:00,2025-08-24T16:41:03.766+02:00
17,10.215.173.1,26011,10.215.173.2,53,10028,PCAPdroid,com.emanuelef.remote_capture,DNS,Zamknij,firebaselogging.googleapis.com,76,188,1,1,2025-08-24T16:41:03.217+02:00,2025-08-24T16:41:03.244+02:00
6,10.215.173.1,55428,216.58.208.202,443,10028,PCAPdroid,com.emanuelef.remote_capture,HTTPS,Zamknij,firebaselogging.googleapis.com,1889,5310,8,8,2025-08-24T16:41:03.262+02:00,2025-08-24T16:42:05.953+02:00
